id,lang,feature_id,company,project_name,province,location,capital_cost,capital_cost_range,status,clean_technology,clean_technology_type,line_type,lat,lon,paths,feature_type,fetched_at
2565,en,1083,Value Creation Inc.,Heartland Upgrader,Alberta,Strathcona County,"2,000.00","1,000 - 2,500",Planned,No,N/A,,53.54873598659379,-113.35643586959304,,point,2026-03-27 08:15:27.396666
2566,en,1090,Value Creation Inc.,Heartland Upgrader,Alberta,Strathcona County,"2,000.00","1,000 - 2,500",Planned,No,N/A,,53.77218080346211,-113.11677517041406,,point,2026-03-27 08:15:27.396666
2567,en,1094,Imperial Oil Limited,Syncrude Mildred Lake Extension,Alberta,Regional Municipality of Wood Buffalo,"3,300.00","2,500 - 5,000",Under Construction,No,N/A,,57.07271569259319,-111.58987053496057,,point,2026-03-27 08:15:27.396666
2568,en,2060,Pacific Future Energy,Pacific Future Energy Refinery Project,British Columbia,Harrison Lake,55.00,50 - 100,Under Construction,No,N/A,,54.28390105591053,-128.61758690801616,,point,2026-03-27 08:15:27.396666
2569,en,4106,BC Hydro,Downtown Vancouver Electricity Supply - West End Strategic Property Purchase,British Columbia,Vancouver,81.00,50 - 100,Under Construction,No,N/A,,49.274225608574376,-123.12562044560613,,point,2026-03-27 08:15:27.396666
2570,en,4108,BCHydro,LNG Canada Load Interconnection Project,British Columbia,Kitimat,82.00,50 - 100,Under Construction,No,N/A,,54.06154105091425,-128.63390482274906,,point,2026-03-27 08:15:27.396666
2571,en,4116,Alcan Aluminum Ltd. and the Province of BC,Kenney Dam Cold Water Release Facility,British Columbia,Vanderhoof,275.00,250 - 500,Planned,No,N/A,,53.566672534048,-124.95001709775694,,point,2026-03-27 08:15:27.396666
2572,en,4119,AltaGas / Vopak Development Canada Inc.,Ridley Island Energy Export Facility (REEF),British Columbia,Prince Rupert,750.00,"750 - 1,000",Planned,No,N/A,,54.31419282379263,-130.32220114276933,,point,2026-03-27 08:15:27.396666
2573,en,4125,Nisga’a Nation,Nisga’a LNG,British Columbia,Nasoga Gulf,"10,000.00","10,000 +",Planned,No,N/A,,54.9015738613368,-130.0726223522332,,point,2026-03-27 08:15:27.396666
2574,en,4126,Devon Energy Corporation/ BP JV,Pike,Alberta,Regional Municipality of Wood Buffalo,"1,900.00","1,000 - 2,500",Planned,No,N/A,,55.59941238878263,-110.99578104140443,,point,2026-03-27 08:15:27.396666
2575,en,4148,Ontario Power Generation,Ranney Falls Expansion,Ontario,Campbellford,77.00,50 - 100,Under Construction,No,N/A,,44.291789769462085,-77.8011840315436,,point,2026-03-27 08:15:27.396666
2576,en,4178,Suncor Energy Inc.,Suncor Power Cogeneration Units,Alberta,Regional Municipality of Wood Buffalo,"1,400.00","1,000 - 2,500",Under Construction,No,N/A,,56.99719148314166,-111.48051880086578,,point,2026-03-27 08:15:27.396666
2577,en,4217,Cenovus Energy Inc.,Spruce Lake East Lloyd,Saskatchewan,Spruce Lake,350.00,250 - 500,Under Construction,No,N/A,,53.54445448051496,-109.0896328587503,,point,2026-03-27 08:15:27.396666
2578,en,5002,Inuvialuit Petroleum Corporation,Inuvialuit Energy Security Project,Northwest Territories,17km south of Tuktoyaktuk,160.00,100 - 250,Planned,No,N/A,,69.2973931446749,-133.07630815535455,,point,2026-03-27 08:15:27.396666
2579,en,5052,Fortis,Tilbury LNG Phase 2,British Columbia,Delta,"3,500.00","2,500 - 5,000",Planned,No,N/A,,49.141803214496605,-123.02352039431199,,point,2026-03-27 08:15:27.396666
2580,en,5060,Fortis,Tilbury LNG Phase 1B,British Columbia,Delta,60.00,50 - 100,Planned,No,N/A,,49.141803214496605,-123.02352039431199,,point,2026-03-27 08:15:27.396666
2581,en,6022,NTPC,Fort Providence and Kakisa Transmission Line,Northwest Territories,Highway 2/5 juction to Fort Providence,60.00,50 - 100,Planned,No,N/A,,60.97746477996914,-117.22141212864338,,point,2026-03-27 08:15:27.396666
2582,en,6026,TransAlta Corporation,Ghost River WaterCharger Battery Energy Storage,Alberta,Rocky View County,120.00,100 - 250,Planned,No,N/A,,51.21778868494428,-114.70461843700394,,point,2026-03-27 08:15:27.396666
2583,en,6029,LNG Newfoundland and Labrador,Grassy Point LNG,Newfoundland and Labrador,Grassy Point,"10,000.00","10,000 +",Planned,No,N/A,,47.752800932336214,-54.02714193437833,,point,2026-03-27 08:15:27.396666
2584,en,6031,Diageo Canada Inc.,Implantation de mesures de réduction des émissions de GES et de conversion énergétique,Quebec,Salaberry-de-Valleyfield,94.00,50 - 100,Planned,No,N/A,,45.256783648130806,-74.12034437396946,,point,2026-03-27 08:15:27.396666
2585,en,6036,Imperial Oil,Kearl Oil Sand In-Pit Tailings Project,Alberta,Wood Buffalo,750.00,"750 - 1,000",Under Construction,No,N/A,,57.41143546491772,-111.16349881604737,,point,2026-03-27 08:15:27.396666
2586,en,6046,"LNG Canada (Shell Canada Limited, PETRONAS, Korea Gas Corporation (KOGAS), Mitsubishi Corporation, and PetroChina Company Limited)",LNG Canada Phase 2,British Columbia,Kitimat,"25,000.00","10,000 +",Planned,No,N/A,,54.08195605054043,-128.63807583162247,,point,2026-03-27 08:15:27.396666
2587,en,6092,Suncor Energy Inc.,Suncor PURE Demonstration Facility,Alberta,Wood Buffalo,52.50,50 - 100,Planned,No,N/A,,57.38056842064643,-111.50978688886617,,point,2026-03-27 08:15:27.396666
2588,en,7026,ENMAX Energy Corp.,Enmax Substation No. 1,Alberta,Calgary,200.00,100 - 250,Under Construction,No,N/A,,51.04532474470257,-114.08001425483637,,point,2026-03-27 08:15:27.396666
2589,en,7067,Enbridge Gas,Panhandle Regional Expansion,Ontario,"Municipalities of Chatham-Kent, Lakeshore, Leamington",358.00,250 - 500,Planned,No,N/A,,42.37063921550448,-82.38873021443506,,point,2026-03-27 08:15:27.396666
2590,en,8004,Federation Group,Marguerite Lake Compressed Air Energy Storage,Alberta,Bonnyville No. 87,500.00,500 - 750,Planned,No,N/A,,54.58571435205573,-110.80400462793247,,point,2026-03-27 08:15:27.396666
2591,en,8013,Kineticor Resource Corp.,Greenlight Electricity Centre,Alberta,Sturgeon County,"4,500.00","2,500 - 5,000",Planned,No,N/A,,53.828815024705335,-113.17863492462718,,point,2026-03-27 08:15:27.396666
2592,en,8017,Gibson Energy & Varme Energy JV,Heartland Waste to Power Project,Alberta,Strathcona County,300.00,250 - 500,Planned,No,N/A,,53.775940037341286,-113.04027587325821,,point,2026-03-27 08:15:27.400000
2593,en,8038,Cielo,Carseland Biomass Gasifier Project,Alberta,Wheatland County,100.00,100 - 250,Planned,No,N/A,,50.88845380982432,-113.39973406570839,,point,2026-03-27 08:15:27.400000
2594,en,8041,Cenovus Energy Inc.,Narrows Lake Tie-Back to Christina Lake,Alberta,Wood Buffalo,300.00,250 - 500,Under Construction,No,N/A,,55.59027140623013,-110.85275200395415,,point,2026-03-27 08:15:27.400000
2595,en,8042,Canadian Natural Resources Ltd. (CNRL),Naphtha Recovery Unit Tailings Treatment Project,Alberta,Wood Buffalo,350.00,250 - 500,Planned,No,N/A,,57.34739237729774,-111.84100795950293,,point,2026-03-27 08:15:27.400000
2596,en,1023,Nukik Corp.,Kivalliq Hydro Fibre Link,Multiple,Gillam to Baker Lake,"1,600.00","1,000 - 2,500",Planned,Yes,Hydro,Transmission,,,"[[{""lon"": -96.08108123795023, ""lat"": 64.32352700092815}, {""lon"": -92.09020595410392, ""lat"": 62.852285803744955}, {""lon"": -93.85470654436244, ""lat"": 56.67014512837238}]]",line,2026-03-27 08:15:27.400000
2597,en,3641,Manitoba Hydro,Laverendrye-St.Vital 230kV Line & Breakers,Manitoba,Winnipeg,58.70,50 - 100,Under Construction,Yes,Hydro,Transmission,,,"[[{""lon"": -97.36407173881346, ""lat"": 49.790575301930836}, {""lon"": -97.02171364896496, ""lat"": 49.836632336520424}, {""lon"": -97.30445959062916, ""lat"": 49.13351723019125}]]",line,2026-03-27 08:15:27.400000
2598,en,4001,Hydro One,Hawthorne to Merivale transmission upgrades (Planned),Ontario,Ottawa,21.30,10 - 50 ,Under Construction,Yes,Hydro,Transmission,,,"[[{""lon"": -75.60825830662024, ""lat"": 45.392181053744274}, {""lon"": -75.71923133636517, ""lat"": 45.325215037106126}]]",line,2026-03-27 08:15:27.400000
2599,en,5064,Manitoba Hydro,Southwest Wpg 115kV Tsfrmr Improv-Phase2,Manitoba,Headingley,62.00,50 - 100,Under Construction,Yes,Hydro,Transmission,,,"[[{""lon"": -97.01891667623597, ""lat"": 49.96927735136907}, {""lon"": -97.35313773911209, ""lat"": 49.80390130356868}]]",line,2026-03-27 08:15:27.400000
2600,en,6063,Northriver Midstream NEBC Connector GP Inc.,NEBC Connector Project,Multiple,"NW of Wonovon, BC & Gordondale, AB",350.00,250 - 500,Planned,Yes,Other,Pipeline,,,"[[{""lon"": -122.0580179950256, ""lat"": 56.92280600646155}, {""lon"": -119.6917170664486, ""lat"": 55.839706295661244}]]",line,2026-03-27 08:15:27.400000
2601,en,126,Connacher Oil & Gas Ltd.,Great Divide,Alberta,Regional Municipality of Wood Buffalo (RMWB),600.00,500 - 750,Planned,No,N/A,Pipeline,,,"[[{""lon"": -111.82931544365083, ""lat"": 56.11350731592327}, {""lon"": -111.51219189344253, ""lat"": 56.146339143882436}]]",line,2026-03-27 08:15:27.400000
2602,en,547,Hydro-Québec,Raccordement du complexe de La Romaine au réseau de transport,Quebec,Camp satellite line 34 5KV,"1,300.00","1,000 - 2,500",Under Construction,No,N/A,Transmission,,,"[[{""lon"": -63.127846286720974, ""lat"": 50.48894626974321}, {""lon"": -66.57519553477161, ""lat"": 50.22393715100787}]]",line,2026-03-27 08:15:27.400000
2603,en,593,Enbridge,Westcoast Connector Gas Transmission Project,British Columbia,Fort St John to Prince Rupert,"6,000.00","5,000 - 10,000",Planned,No,N/A,Pipeline,,,"[[{""lon"": -122.62941305872116, ""lat"": 56.8369599253289}, {""lon"": -130.2868831416294, ""lat"": 54.322935828868324}]]",line,2026-03-27 08:15:27.400000
2604,en,650,TransCanada,Prince Rupert Gas Transmission Project,British Columbia,North Montney to Port Edward (near Prince Rupert),"5,000.00","5,000 - 10,000",Planned,No,N/A,Pipeline,,,"[[{""lon"": -130.29346010802482, ""lat"": 54.23554282730339}, {""lon"": -122.01143165468748, ""lat"": 56.186844993859964}]]",line,2026-03-27 08:15:27.400000
2605,en,651,FortisBC Energy (Vancouver Island) Inc.,Eagle Mountain - Woodfibre LNG Gas Pipeline Projects,British Columbia,Coquitlam to Squamish,350.00,250 - 500,Under Construction,No,N/A,Pipeline,,,"[[{""lon"": -122.79309839543868, ""lat"": 49.28492264787294}, {""lon"": -123.16078757162828, ""lat"": 49.714269623244}]]",line,2026-03-27 08:15:27.400000
2606,en,885,Pacific Northern Gas Ltd.,Pacific Northern Gas Pipeline Looping Project,British Columbia,Kitimat To Summit Lake,"1,300.00","1,000 - 2,500",Planned,No,N/A,Pipeline,,,"[[{""lon"": -128.68556181861072, ""lat"": 54.03302404275836}, {""lon"": -122.63654198142927, ""lat"": 54.270993856528875}]]",line,2026-03-27 08:15:27.400000
2607,en,956,Altalink,Chapel Rock to Pincher Creek Area Transmission Development,Alberta,M.D. of Pincher Creek No. 9,500.00,500 - 750,Planned,No,N/A,Transmission,,,"[[{""lon"": -114.3006649470084, ""lat"": 49.739204629756166}, {""lon"": -113.94712782972196, ""lat"": 49.5698936572677}]]",line,2026-03-27 08:15:27.400000
2608,en,996,"AltaLink, ATCO",Central East Area Transmission Development,Alberta,Multiple locations,332.00,250 - 500,Under Construction,No,N/A,Transmission,,,"[[{""lon"": -110.8995250775973, ""lat"": 52.84847622790844}, {""lon"": -110.26338681525446, ""lat"": 52.48095427247306}]]",line,2026-03-27 08:15:27.400000
2609,en,3206,Hydro-Québec,New England Clean Energy Connect (NECEC) project,Quebec,Across the Quebec border through Beattie township Maine to Lewiston Maine,950.00,"750 - 1,000",Under Construction,No,N/A,Transmission,,,"[[{""lon"": -70.98428277917243, ""lat"": 45.72302928630145}, {""lon"": -69.96081940375113, ""lat"": 45.333579251748986}, {""lon"": -70.21551841404592, ""lat"": 44.10385202430323}]]",line,2026-03-27 08:15:27.400000
2610,en,3208,"Transmission Developers Inc. (TDI),",Transmission Line - Champlain Hudson Power Express,Quebec,Runs south from Canada-US border to the New York metro area,"2,200.00","1,000 - 2,500",Under Construction,No,N/A,Transmission,,,"[[{""lon"": -73.34309052831851, ""lat"": 45.09613609269886}, {""lon"": -73.92068542400284, ""lat"": 40.76311926957715}]]",line,2026-03-27 08:15:27.400000
2611,en,3509,Wataynikaneyap Power,Wataynikaneyap Transmission Project,Ontario,Northwest Ontario,"1,900.00","1,000 - 2,500",Under Construction,No,N/A,Transmission,,,"[[{""lon"": -92.49780627937037, ""lat"": 49.68148268733783}, {""lon"": -91.58400428261058, ""lat"": 51.1649399400299}, {""lon"": -90.19403390058937, ""lat"": 51.46765908434607}]]",line,2026-03-27 08:15:27.400000
2612,en,4000,Hydro One,Northwest Bulk Transmission Line Waasigan Transmission Line,Ontario,Thunder Bay to Dryden,"1,200.00","1,000 - 2,500",Planned,No,N/A,Transmission,,,"[[{""lon"": -89.24195708819956, ""lat"": 48.58398878515795}, {""lon"": -91.61500784379284, ""lat"": 48.74362863409662}, {""lon"": -92.84547841733615, ""lat"": 49.854038682594}]]",line,2026-03-27 08:15:27.400000
2613,en,4073,PEI Energy Corporation,Western PEI Transmission Upgrade,Prince Edward Island,"Western Prince County, PEI",44.00,10 - 50 ,Planned,No,N/A,Transmission,,,"[[{""lon"": -63.77626077337365, ""lat"": 46.43472346996201}, {""lon"": -64.11740865242652, ""lat"": 46.96495485839825}]]",line,2026-03-27 08:15:27.400000
2614,en,4215,Hydro One,Lakeshore Transmission Stations Project Leamington Area Transmission Reinforcement (Lakeshore Transmission Station & Chatham to Lakeshore Line),Ontario,Lakeshore Windsor-Essex,257.00,250 - 500,Under Construction,No,N/A,Transmission,,,"[[{""lon"": -82.60390209543951, ""lat"": 42.203014974089825}, {""lon"": -82.19044027432692, ""lat"": 42.40446445052515}]]",line,2026-03-27 08:15:27.400000
2615,en,4231,Enbridge Frontier Inc.,Frontier NGL Plant and Pipeline Project,British Columbia,Chetwynd,"2,500.00","2,500 - 5,000",Planned,No,N/A,Pipeline,,,"[[{""lon"": -121.66892388778616, ""lat"": 55.71251502712359}, {""lon"": -120.72301079854081, ""lat"": 56.15324116754652}]]",line,2026-03-27 08:15:27.400000
2616,en,6043,Hydro One,Chatham to Lakeshore Transmission Line,Ontario,"Lakeshore, Chatham-Kent Southwestern Ontario",253.00,250 - 500,Under Construction,No,N/A,Transmission,,,"[[{""lon"": -82.19294415626445, ""lat"": 42.413388231634954}, {""lon"": -82.70597430586251, ""lat"": 42.31002818826645}]]",line,2026-03-27 08:15:27.400000
2617,en,6089,Hydro One,St.Clair Transmission Line,Ontario,"St.Clair, Chatham Kent",250.00,250 - 500,Planned,No,N/A,Transmission,,,"[[{""lon"": -82.0953441230177, ""lat"": 42.385228232002554}, {""lon"": -82.70597430586251, ""lat"": 42.31002818826645}]]",line,2026-03-27 08:15:27.400000
2618,en,8130,Hydro One,Longwood to Lakeshore Phase 1,Ontario,Municipality of Strathroy-Caradoc to Municipality of Lakeshore,800.00,"750 - 1,000",Planned,No,N/A,Transmission,,,"[[{""lon"": -81.62679402842653, ""lat"": 42.95939835627326}, {""lon"": -82.70597430586251, ""lat"": 42.31002818826645}]]",line,2026-03-27 08:15:27.400000
2619,en,8131,Hydro One,Longwood to Lakeshore Phase 2,Ontario,Municipality of Strathroy-Caradoc to Municipality of Lakeshore,800.00,"750 - 1,000",Planned,No,N/A,Transmission,,,"[[{""lon"": -81.62679402842653, ""lat"": 42.95939835627326}, {""lon"": -82.70597430586251, ""lat"": 42.31002818826645}]]",line,2026-03-27 08:15:27.400000
2620,en,8132,Hydro One,Mississagi to Third Line Transmission Line,Ontario,"Wharncliffe, Sault Ste. Marie",230.00,100 - 250,Planned,No,N/A,Transmission,,,"[[{""lon"": -83.38830494393625, ""lat"": 46.420008838524176}, {""lon"": -84.32880525809954, ""lat"": 46.54500880450048}]]",line,2026-03-27 08:15:27.400000
2621,en,8133,Hydro One,Northeast Power Line (Mississagi to Hanmer Transmissio Line),Ontario,"Wharncliffe, Sudbury",650.00,500 - 750,Planned,No,N/A,Transmission,,,"[[{""lon"": -83.38830494393625, ""lat"": 46.420008838524176}, {""lon"": -80.92080417506084, ""lat"": 46.63170900785126}]]",line,2026-03-27 08:15:27.400000
2622,en,8134,Hydro One,Greater Toronto Area East Line,Ontario,"Pickering/Oshawa, Peterborough",298.00,250 - 500,Planned,No,N/A,Transmission,,,"[[{""lon"": -79.11390331526452, ""lat"": 43.85240863311178}, {""lon"": -78.84660323977157, ""lat"": 43.98230866757875}, {""lon"": -78.9320032982593, ""lat"": 44.311308720706165}]]",line,2026-03-27 08:15:27.400000
2623,en,8135,TBD,Wawa to Porcupine,Ontario,"Timmins, Greater Sudbury",650.00,500 - 750,Planned,No,N/A,Transmission,,,"[[{""lon"": -84.5469445005294, ""lat"": 47.88515089361095}, {""lon"": -94.90912907573089, ""lat"": 48.46564544491719}]]",line,2026-03-27 08:15:27.400000
2624,en,8136,Hydro One,St. Thomas Line (including Centennial Transformer Station & Line),Ontario,City of London to St. Thomas,381.00,250 - 500,Planned,No,N/A,Transmission,,,"[[{""lon"": -81.1605128809628, ""lat"": 42.93962837493266}, {""lon"": -81.15351986738781, ""lat"": 42.793748349566286}]]",line,2026-03-27 08:15:27.400000
2625,en,8137,PUC Transmisison,PUC Tx Project,Ontario,Sault Ste. Marie,188.00,100 - 250,Planned,No,N/A,Transmission,,,"[[{""lon"": -84.39065727586261, ""lat"": 46.5273917973633}, {""lon"": -84.32880525809954, ""lat"": 46.54500880450048}]]",line,2026-03-27 08:15:27.400000
2626,fr,76,Blue Fuel Energy Corp.,Clean Methanol Plant,Colombie-Britanique,Chetwynd,"1 000,00",1 000 - 2 500,Prévu,Oui,Bioénergie,,55.69815303268969,-121.62970637520029,,point,2026-03-27 08:15:27.400000
2627,fr,536,ecoTECH Energy Group (Canada) Inc,Biomass Project - McBride,Colombie-Britanique,McBride,"140,00",100 - 250,Prévu,Oui,Bioénergie,,53.342923128836276,-120.26762021633148,,point,2026-03-27 08:15:27.400000
2628,fr,703,Éthanol Cellulosique Varennes s.e.c. (Recyclage Carbone Varennes),Usine de carburant à faible intensité carbone (inclut un électrolyseur),Québec,Varennes,"1 200,00",1 000 - 2 500,En construction,Oui,Bioénergie,,45.681224190687864,-73.43509360332713,,point,2026-03-27 08:15:27.400000
2629,fr,758,Pristine Power Inc./Cheslatta Forest Products,Cheslatta Green Energy Project,Colombie-Britanique,Burns Lake,"46,00",10 - 50 ,Prévu,Oui,Bioénergie,,53.579205533293006,-124.95001710191428,,point,2026-03-27 08:15:27.400000
2630,fr,970,Creative Energy Vancouver Platforms Inc.,Creative Energy Plant,Colombie-Britanique,Vancouver,"100,00",100 - 250,En construction,Oui,Bioénergie,,49.27818960970724,-123.11245344429159,,point,2026-03-27 08:15:27.400000
2631,fr,2114,Chantiers Chibougamau inc.,Centrale de cogénération Assinica,Québec,Lebel-sur-Quévillon,"342,00",250 - 500,Prévu,Oui,Bioénergie,,49.93405783371148,-74.33350629654286,,point,2026-03-27 08:15:27.400000
2632,fr,2115,Cogénération Val-d'Or,Cogénération Val-d'Or,Québec,Val-d'Or,"72,00",50 - 100,Prévu,Oui,Bioénergie,,48.14852540375368,-77.79189830123957,,point,2026-03-27 08:15:27.400000
2633,fr,2121,Ainsworth Energy Co. Ltd.,Anahim Lake Bioenergy Project,Colombie-Britanique,"Cariboo, Anahim Lake","15,00",10 - 50 ,Prévu,Oui,Bioénergie,,52.41840330533732,-126.48629291719534,,point,2026-03-27 08:15:27.400000
2634,fr,2122,Yun Ka Whu'ten Holdings,Biomass Project - Anahim Lake,Colombie-Britanique,"Cariboo, Anahim Lake","15,00",10 - 50 ,Prévu,Oui,Bioénergie,,52.46535345624128,-125.31755776109446,,point,2026-03-27 08:15:27.400000
2635,fr,2123,Ainsworth Energy Co. Ltd.,Tumbler Ridge Bioenergy Project,Colombie-Britanique,"Thompson, Okanagan, Kelowna","15,00",10 - 50 ,Prévu,Oui,Bioénergie,,50.02465907974658,-119.37344401338525,,point,2026-03-27 08:15:27.400000
2636,fr,2124,Nations Energy Corp.,Biomass Project - Kamloops,Colombie-Britanique,"Thompson, Okanagan, Kamloops","15,00",10 - 50 ,Prévu,Oui,Bioénergie,,50.716193995918665,-120.38900139195297,,point,2026-03-27 08:15:27.400000
2637,fr,3600,Fibre Pontiac,Fibre Pontiac (The Biomass Conversion Centre),Québec,Pontiac,"120,00",100 - 250,Prévu,Oui,Bioénergie,,45.54231605809882,-76.10905848348709,,point,2026-03-27 08:15:27.400000
2638,fr,4104,Canfor Corporation/Licella,Biofuel Facility,Colombie-Britanique,Prince George,"70,00",50 - 100,Prévu,Oui,Bioénergie,,53.92241583182545,-122.74572286801184,,point,2026-03-27 08:15:27.400000
2639,fr,4154,Sustane Technologies,Sustane Chester,Nouvelle-Écosse,"Chester, NS","16,00",10 - 50 ,En construction,Oui,Bioénergie,,44.71885929532686,-64.23958942328696,,point,2026-03-27 08:15:27.400000
2640,fr,5076,Résolve Énergie,Usine de production d'éthanol cellulosique,Québec,Chaudière-Appalaches,"300,00",250 - 500,Prévu,Oui,Bioénergie,,46.48334082923308,-70.61666490630381,,point,2026-03-27 08:15:27.400000
2641,fr,5077,Greenfield Global,Agrandissement usine d'éthanol à Varennes,Québec,Varennes,"120,00",100 - 250,Prévu,Oui,Bioénergie,,45.68201108867333,-73.44098453886596,,point,2026-03-27 08:15:27.400000
2642,fr,6002,Highwood Organics Processing,Aldersyde Bioenergy Facility,Alberta,Foothills No. 31,"25,00",10 - 50 ,Prévu,Oui,Bioénergie,,50.63106673924745,-113.87502409508629,,point,2026-03-27 08:15:27.400000
2643,fr,6088,Expander Energy,Slave Lake Bio-Mass/Gas to Liquids Plant (Phase 1),Alberta,Lesser Slave River No.124,"30,00",10 - 50 ,Prévu,Oui,Bioénergie,,55.26504493081816,-114.57518575876578,,point,2026-03-27 08:15:27.400000
2644,fr,6090,Imperial Oil Ltd.,Strathcona Refinery Renewable Diesel Expansion,Alberta,Strathcona County,"720,00",500 - 750,En construction,Oui,Bioénergie,,53.546099982986796,-113.38417287374237,,point,2026-03-27 08:15:27.400000
2645,fr,6098,Elkem Métal Canada,Usine de démonstration de fabrication de briquettes de biocarbone,Québec,Chicoutimi,"46,00",10 - 50 ,En construction,Oui,Bioénergie,,48.41233981336846,-71.1298496143123,,point,2026-03-27 08:15:27.400000
2646,fr,7029,Federated Co-operatives Limited,FCL HDRD Plant,Saskatchewan,Regina,"2 000,00",1 000 - 2 500,Prévu,Oui,Bioénergie,,50.43936850516761,-104.72685984383412,,point,2026-03-27 08:15:27.400000
2647,fr,7035,Green Impact Partners (In partnership with Carbon Clean Energy and PCL Construction),Future Energy Park Renewable Natural Gas and Ethanol Project,Alberta,Calgary,"1 200,00",1 000 - 2 500,Prévu,Oui,Bioénergie,,51.010139761953205,-113.91401420907387,,point,2026-03-27 08:15:27.400000
2648,fr,7077,SAF + Consortium,SAF Consortium,Québec,Montreal,"200,00",100 - 250,Prévu,Oui,Bioénergie,,45.597554774103884,-73.60407836987785,,point,2026-03-27 08:15:27.400000
2649,fr,7086,Énergir/WM Québec,WM Sainte-Sophie Landfill RNG Facility,Québec,Saint-Sophie,"200,00",100 - 250,Prévu,Oui,Bioénergie,,45.84605120020925,-73.94108478705101,,point,2026-03-27 08:15:27.400000
2650,fr,8319,Covenant Energy Ltd.,Covenant Energy  Renewable Diesel Facility,Saskatchewan,Lloydminster,"920,00",750 - 1 000,Prévu,Oui,Bioénergie,,53.29464695644856,-109.98372702277987,,point,2026-03-27 08:15:27.400000
2651,fr,3402,Dow Chemical Canada,Dow Net-Zero Polyethylene and Ethylene Derivatives Facility,Alberta,Fort Saskatchewan,"11 500,00",10 000 +,En construction,Oui,Capture et stockage du carbone,,53.7339050194484,-113.17216889065274,,point,2026-03-27 08:15:27.400000
2652,fr,6028,TransAlta Corporation,Glacier Gas Plant CSS (Phase 2),Alberta,Saddle Hills County,"100,00",100 - 250,Prévu,Oui,Capture et stockage du carbone,,55.559547296971765,-119.60377693245539,,point,2026-03-27 08:15:27.400000
2653,fr,6067,Northern Petrochemical Corp.,Northern Petrochemical Ammonia and Methanol Production Facility,Alberta,Greenview No. 16,"2 500,00",2 500 - 5 000,Prévu,Oui,Capture et stockage du carbone,,54.760771401331205,-118.57240841210825,,point,2026-03-27 08:15:27.400000
2654,fr,7040,Heidelberg Materials,Heidelberg Materials Carbon Capture Utilization and Storage Hub,Alberta,Edmonton,"1 360,00",1 000 - 2 500,Prévu,Oui,Capture et stockage du carbone,,53.57980695822925,-113.60601493535256,,point,2026-03-27 08:15:27.400000
2655,fr,7069,The Pathways Alliance,Pathways Alliance Carbon Capture Storage Hub (Phase 1),Alberta,Improvement District No. 349|Wood Buffalo|Lac la Biche County|Improvement District No. 24 Wood Buffalo|Bonnyville No. 87,"16 500,00",10 000 +,Prévu,Oui,Capture et stockage du carbone,,58.15284035767626,-112.28501642926246,,point,2026-03-27 08:15:27.400000
2656,fr,8115,Potentia Renewables Inc.,Skyview 2 Battery Energy Storage System,Ontario,Edwardsburgh-Cardinal,"750,00",750 - 1 000,Prévu,Oui,Stockage d'énergie,,44.14855878536593,-76.84013260635508,,point,2026-03-27 08:15:27.400000
2657,fr,974,Enbridge/ Borealis Inc./ Kitselas First Nation,Lakelse Geothermal Power Plant,Colombie-Britanique,Terrace,"120,00",100 - 250,Prévu,Oui,Géothermique,,54.44564506940774,-128.5403179643181,,point,2026-03-27 08:15:27.400000
2658,fr,4111,Borealis Geopower,Canoe Reach Geothermal Energy Project,Colombie-Britanique,Valemount,"120,00",100 - 250,Prévu,Oui,Géothermique,,52.83062223236273,-119.26593285122959,,point,2026-03-27 08:15:27.400000
2659,fr,4198,Climate Transition Development Corporation,Greenview Geothermal Power Plant (Alberta No. 1),Alberta,Greenview No. 16,"106,00",100 - 250,Prévu,Oui,Géothermique,,54.84183341959331,-117.6498575653256,,point,2026-03-27 08:15:27.400000
2660,fr,5010,Deh Tai GP Ltd,Clarke Lake Geothermal Development,Colombie-Britanique,Fort Nelson,"100,00",100 - 250,Prévu,Oui,Géothermique,,58.772043036142314,-122.66014132981157,,point,2026-03-27 08:15:27.400000
2661,fr,6104,NTPC,Whati Transmission Line,Territoires du Nord-Ouest,Whati to Snare Hydro Complex,"41,50",10 - 50 ,Prévu,Oui,Hydro,,63.25242788954209,-116.73558351352949,,point,2026-03-27 08:15:27.400000
2662,fr,67,BC Hydro,Peace River Site C Hydro-electric project,Colombie-Britanique,Fort St. John,"16 000,00",10 000 +,En construction,Oui,Hydro,,56.250795152938124,-120.8483104651631,,point,2026-03-27 08:15:27.400000
2663,fr,165,WindRiver Power Corp.,Kinskuch Hydroelectric Project,Colombie-Britanique,Iskut,"250,00",250 - 500,Prévu,Oui,Hydro,,57.85717888202591,-129.97926772233177,,point,2026-03-27 08:15:27.400000
2664,fr,188,Fosthall Creek Power LP,Fosthall Creek Hydropower Project,Colombie-Britanique,Nakusp,"50,00",50 - 100,Prévu,Oui,Hydro,,50.241338271704784,-117.80108978074341,,point,2026-03-27 08:15:27.400000
2665,fr,220,Hydro-Québec,Rénovation de groupes à la centrale électrique Beauharnois,Québec,Beauharnois,"1 600,00",1 000 - 2 500,En construction,Oui,Hydro,,45.32898811241681,-73.87550572317538,,point,2026-03-27 08:15:27.400000
