id,lang,feature_id,company,project_name,province,location,capital_cost,capital_cost_range,status,clean_technology,clean_technology_type,line_type,lat,lon,paths,feature_type,fetched_at
2666,fr,298,NB Power and Partners,Smart Grid Investments Phase,Nouveau-Brunswick,Various locations across NB  (St. John),"147,00",100 - 250,En construction,Oui,Hydro,,45.275189351486695,-66.06856207473336,,point,2026-03-27 08:15:27.400000
2667,fr,545,Holmes Hydro,Robson Valley Hydroelectric Project,Colombie-Britanique,McBride,"200,00",100 - 250,Prévu,Oui,Hydro,,53.34686518237983,-119.84065113668431,,point,2026-03-27 08:15:27.400000
2668,fr,725,Greater Vancouver Regional District,Capilano (Cleveland) Dam Power Plant,Colombie-Britanique,North Vancouver,"90,00",50 - 100,Prévu,Oui,Hydro,,49.3605096147232,-123.11086546642917,,point,2026-03-27 08:15:27.400000
2669,fr,753,Kruger Energy Inc.,Maselpanik Creek Hydro Project,Colombie-Britanique,Chilliwack,"35,00",10 - 50 ,Prévu,Oui,Hydro,,49.089005814775916,-121.25841509066645,,point,2026-03-27 08:15:27.400000
2670,fr,757,Innergex Renewable Energy Inc.,Shovel Creek Hydroelectric Project,Colombie-Britanique,Harrison Hot Springs,"40,00",10 - 50 ,Prévu,Oui,Hydro,,49.72120578115957,-121.8148153526896,,point,2026-03-27 08:15:27.400000
2671,fr,759,KMC Power,Tamihi Creek Hydro Project,Colombie-Britanique,Chilliwack,"50,00",50 - 100,Prévu,Oui,Hydro,,49.04610574860923,-121.81961517251978,,point,2026-03-27 08:15:27.400000
2672,fr,764,Highwater Power Corporation Altagas Ltd.,Log Creek Water Power  Project,Colombie-Britanique,Boston Bar,"20,00",10 - 50 ,Prévu,Oui,Hydro,,50.058845809258266,-121.71741143265548,,point,2026-03-27 08:15:27.400000
2673,fr,1002,"Ministère du développement durable, de l'environnement et des parcs",Réfection du barrage des Quinze,Québec,Angliers,"110,00",100 - 250,En construction,Oui,Hydro,,47.5536497395114,-79.24020052176486,,point,2026-03-27 08:15:27.400000
2674,fr,1026,Hydro-Québec,Réhabilitation de la centrale Robert-Bourassa,Québec,Baie-James,"732,00",500 - 750,En construction,Oui,Hydro,,53.79520621155595,-77.43997590708145,,point,2026-03-27 08:15:27.400000
2675,fr,1041,"Énergie hydroélectrique Pessamit, Société en commandite",Centrale hydroélectrique des chutes du six milles,Québec,Forestville,"45,00",10 - 50 ,Prévu,Oui,Hydro,,48.723898741700125,-69.15833365878879,,point,2026-03-27 08:15:27.400000
2676,fr,1049,"Énergie hydroélectrique Pessamit, Société en commandite",Centrale hydroélectrique de la chute du quatre milles,Québec,Forestville,"22,00",10 - 50 ,Prévu,Oui,Hydro,,48.72639874641933,-69.0927781365157,,point,2026-03-27 08:15:27.400000
2677,fr,1050,"Manouane Sipi, Société en commandite

",Centrale hydroélectrique Manouane Sipi (Dam B),Québec,La Tuque,"100,00",100 - 250,Prévu,Oui,Hydro,,47.38120946849655,-73.57270179046289,,point,2026-03-27 08:15:27.400000
2678,fr,1063,NTPC,Taltson Hydroelectricity Expansion Project (Phase 1),Territoires du Nord-Ouest,Multiple locations,"1 200,00",1 000 - 2 500,En construction,Oui,Hydro,,61.443080421813875,-112.71445927184739,,point,2026-03-27 08:15:27.400000
2679,fr,2025,Synex Energy Resources Ltd.,Victoria Lake Hydro Project,Colombie-Britanique,"Vancouver Island/Coast, Port Alice","18,00",10 - 50 ,Prévu,Oui,Hydro,,50.43487012859043,-127.48676841941774,,point,2026-03-27 08:15:27.400000
2680,fr,3643,Manitoba Hydro,Dorsey Synchronous Condenser Refurbishment,Manitoba,Dorsey,"65,40",50 - 100,En construction,Oui,Hydro,,49.90592833509774,-97.12396969452502,,point,2026-03-27 08:15:27.400000
2681,fr,4077,Synex Energy Resources Ltd.,Victoria Lake Hydro Project,Colombie-Britanique,Port Alice,"18,00",10 - 50 ,Prévu,Oui,Hydro,,50.424702129188304,-127.48728041724996,,point,2026-03-27 08:15:27.400000
2682,fr,4079,BC Hydro,Mica 600V Circuit Breaker Upgrades Project,Colombie-Britanique,Revelstoke,"32,00",10 - 50 ,En construction,Oui,Hydro,,51.049743272838825,-118.19468608791263,,point,2026-03-27 08:15:27.400000
2683,fr,4080,Pacific Greengen Power Inc.,Fries Creek Hydroelectric Project,Colombie-Britanique,Harrison Hot Springs,"20,00",10 - 50 ,Prévu,Oui,Hydro,,49.30777176217097,-121.79963723788129,,point,2026-03-27 08:15:27.400000
2684,fr,4081,BC Hydro,Cheakamus Recoat Units 1 & 2 Penstock Project,Colombie-Britanique,Squamish,"35,00",10 - 50 ,En construction,Oui,Hydro,,49.702858623121855,-123.15902656864714,,point,2026-03-27 08:15:27.400000
2685,fr,4093,BC Hydro,Mica Modernize Controls (Digital) Project,Colombie-Britanique,Revelstoke,"56,00",50 - 100,En construction,Oui,Hydro,,51.001448269397514,-118.19375507247065,,point,2026-03-27 08:15:27.400000
2686,fr,4201,Manitoba Hydro,Portage Area Capacity Enhancements,Manitoba,Portage la Prarie Area,"84,80",50 - 100,En construction,Oui,Hydro,,49.97230824054932,-98.29031004119356,,point,2026-03-27 08:15:27.403333
2687,fr,4224,WindRiver Power Corp. & TC Energy,Canyon Creek Hydro Power Project (storage),Alberta,Yellowhead County,"200,00",100 - 250,Prévu,Oui,Hydro,,53.53011154187485,-117.52454425439852,,point,2026-03-27 08:15:27.403333
2688,fr,5018,Tlingit Homeland Energy Limited Partnership (THELP),Atlin Hydro Expansion project,Colombie-Britanique,Atlin,"330,00",250 - 500,Prévu,Oui,Hydro,,59.582978309458504,-133.64456514110927,,point,2026-03-27 08:15:27.403333
2689,fr,5066,Ontario Power Generation,Redevelopment of the Calabogie site,Ontario,Greater Madawaska,"137,00",100 - 250,En construction,Oui,Hydro,,45.303539991518605,-76.7107076610028,,point,2026-03-27 08:15:27.403333
2690,fr,5067,Ontario Power Generation,Redevelopment of Coniston station,Ontario,Sudbury,"85,00",50 - 100,Prévu,Oui,Hydro,,46.4746189873983,-80.81837312268169,,point,2026-03-27 08:15:27.403333
2691,fr,6045,Manitoba Hydro,Limestone Units 1-3 & 5-10 Stator Re-Wedge,Manitoba,Nelson River,"37,80",10 - 50 ,En construction,Oui,Hydro,,56.50690927832008,-94.10691042372036,,point,2026-03-27 08:15:27.403333
2692,fr,6047,Manitoba Hydro,Long Spruce Generator Protection Replacement,Manitoba,Nelson River,"22,50",10 - 50 ,En construction,Oui,Hydro,,56.39790924556829,-94.36921047473238,,point,2026-03-27 08:15:27.403333
2693,fr,7073,Manitoba Hydro,Pointe du Bois Renewable Energy Project,Manitoba,Wpg River,"387,30",250 - 500,En construction,Oui,Hydro,,50.30000851434925,-95.55000931596169,,point,2026-03-27 08:15:27.403333
2694,fr,8085,Churchill Falls Labrador Corporation,Electric Utility 2024 Capital Program (Churchill Falls Labrador Corporation),Terre-Neuve-et-Labrador,Labrador,"105,70",100 - 250,En construction,Oui,Hydro,,53.594618683678604,-64.30802990540812,,point,2026-03-27 08:15:27.403333
2695,fr,8086,Newfoundland and Labrador Hydro,Electric Utility 2024 Capital Program (Newfoundland and Labrador Hydro),Terre-Neuve-et-Labrador,Various,"139,30",100 - 250,En construction,Oui,Hydro,,54.18001085139709,-58.42999663894855,,point,2026-03-27 08:15:27.403333
2696,fr,8087,Newfoundland Power Inc.,Electric Utility 2024 Capital Program (Newfoundland Power Inc.),Terre-Neuve-et-Labrador,Various,"115,90",100 - 250,En construction,Oui,Hydro,,48.5500100368941,-58.42999651375843,,point,2026-03-27 08:15:27.403333
2697,fr,8107,Ontario Power Generation,Sir Adam Beck Complex Refurbishment,Ontario,Niagara Falls,"1 000,00",1 000 - 2 500,Prévu,Oui,Hydro,,43.14910851148513,-79.04442323243475,,point,2026-03-27 08:15:27.403333
2698,fr,8108,Ontario Power Generation,R.H. Saunders Refurbishment,Ontario,Cornwall,"600,00",500 - 750,Prévu,Oui,Hydro,,45.00962902123348,-74.78765200244551,,point,2026-03-27 08:15:27.403333
2699,fr,8327,Manitoba Hydro,Ashern Station Bank Addition,Manitoba,Ashern,"20,59",10 - 50 ,En construction,Oui,Hydro,,51.182208366843184,-98.34551032330548,,point,2026-03-27 08:15:27.403333
2700,fr,8328,Manitoba Hydro,Slave Falls 7 Bay Sluiceway Concrete Res,Manitoba,Wpg River,"84,32",50 - 100,En construction,Oui,Hydro,,50.22200850338435,-95.56800930504849,,point,2026-03-27 08:15:27.403333
2701,fr,8329,Manitoba Hydro,Dauphin Vermillion 230kV Stn Capacity In,Manitoba,Dauphin,"20,85",10 - 50 ,En construction,Oui,Hydro,,51.149008208168205,-100.04901080101858,,point,2026-03-27 08:15:27.403333
2702,fr,333,Ontario Power Generation,Darlington Refurbishment Project,Ontario,Clarington,"12 800,00",10 000 +,En construction,Oui,Nucléaire,,43.86987765370181,-78.71949018864062,,point,2026-03-27 08:15:27.403333
2703,fr,654,Bruce Power,Bruce Nuclear Refurbishment,Ontario,Tiverton,"13 000,00",10 000 +,En construction,Oui,Nucléaire,,44.32730859487263,-81.58610414476549,,point,2026-03-27 08:15:27.403333
2704,fr,4072,PEI Energy Corporation,Borden Battery Park,Île-du-Prince-Édouard,Borden-Carleton,"35,00",10 - 50 ,Prévu,Oui,Autre,,46.253772175730134,-63.69216049802934,,point,2026-03-27 08:15:27.403333
2705,fr,4216,NRStor and Six Nations of the Grand River Development Corporation Oneida Energy Storage LP,Oneida Energy Storage,Ontario,Ohsweken Nanticoke,"800,00",750 - 1 000,Prévu,Oui,Autre,,42.82699540697331,-80.05929852530481,,point,2026-03-27 08:15:27.403333
2706,fr,4219,Yukon Energy Corporation,Grid-Scale Battery Storage,Yukon,Whitehorse,"35,00",10 - 50 ,En construction,Oui,Autre,,60.77924202999076,-135.27313707668182,,point,2026-03-27 08:15:27.403333
2707,fr,6101,Ville de Québec,Projet de valorisation de la vapeur de l'incinérateur pour le CHU de Québec - Université Laval,Québec,Ville de Québec,"43,80",10 - 50 ,Prévu,Oui,Autre,,46.83470946667822,-71.20330093275318,,point,2026-03-27 08:15:27.403333
2708,fr,4057,EDF Renewables Canada,Vulcan Solar Project,Alberta,Vulcan County,"155,00",100 - 250,Prévu,Oui,Solaire,,50.40378979208051,-113.25314690001144,,point,2026-03-27 08:15:27.403333
2709,fr,4188,Alpin Sun,Airport City Solar,Alberta,Leduc County,"169,00",100 - 250,Prévu,Oui,Solaire,,53.291085568662865,-113.5936694692827,,point,2026-03-27 08:15:27.403333
2710,fr,6016,Voltarix Group,Creekside Solar Project,Alberta,Leduc County,"43,00",10 - 50 ,Prévu,Oui,Solaire,,53.24715291243408,-113.82518687368807,,point,2026-03-27 08:15:27.403333
2711,fr,6017,ATCO,Deerfoot Solar Project,Alberta,Calgary,"50,00",50 - 100,En construction,Oui,Solaire,,50.93948275011693,-113.96523820092142,,point,2026-03-27 08:15:27.403333
2712,fr,6062,Voltarix Group,Moon Lake Solar Project,Alberta,Parkland County,"43,00",10 - 50 ,Prévu,Oui,Solaire,,53.42250078412357,-114.99053218644902,,point,2026-03-27 08:15:27.403333
2713,fr,6083,Voltarix Group,Rocktree Solar Project,Alberta,Parkland County,"40,00",10 - 50 ,Prévu,Oui,Solaire,,53.515094918936676,-113.91209598176626,,point,2026-03-27 08:15:27.403333
2714,fr,6084,DP Energy,Saamis Solar Farm,Alberta,Medicine Hat,"600,00",500 - 750,Prévu,Oui,Solaire,,50.07068104136028,-110.70735324998958,,point,2026-03-27 08:15:27.403333
2715,fr,6086,Silicon Ranch,Scottford Refinery Solar Farm,Alberta,Strathcona County,"100,00",100 - 250,En construction,Oui,Solaire,,53.804246032893666,-113.08892089282085,,point,2026-03-27 08:15:27.403333
2716,fr,7042,Kiwetinohk Energy Corp,Homestead Solar Project,Alberta,Willow Creek No. 26,"500,00",500 - 750,Prévu,Oui,Solaire,,49.98142074177492,-113.44601383107721,,point,2026-03-27 08:15:27.403333
2717,fr,7047,Northland Power,Jurassic Solar and Battery Storage,Alberta,Cypress County,"500,00",500 - 750,En construction,Oui,Solaire,,50.66321104513456,-111.11601349770832,,point,2026-03-27 08:15:27.403333
2718,fr,7055,Kiwetinohk Energy Corp,Phoenix Solar Project,Alberta,Red Deer County,"320,00",250 - 500,Prévu,Oui,Solaire,,52.238027812803274,-114.15701462513617,,point,2026-03-27 08:15:27.403333
2719,fr,7057,Greengate Power Corporation,Luna Solar Project (Phase One),Alberta,Newell County,"700,00",500 - 750,En construction,Oui,Solaire,,50.60377491848504,-112.23601373213037,,point,2026-03-27 08:15:27.403333
2720,fr,7058,Greengate Power Corporation,Luna Solar Project (Phase Two),Alberta,Newell County,"700,00",500 - 750,Prévu,Oui,Solaire,,50.58239591558705,-112.24601372795794,,point,2026-03-27 08:15:27.403333
2721,fr,7078,Pace Canada LP,Salt Flats Solar Project,Alberta,Brooks,"28,00",10 - 50 ,Prévu,Oui,Solaire,,50.582851951926116,-111.91401365626616,,point,2026-03-27 08:15:27.403333
2722,fr,7081,ABO Wind Canada Ltd.,Stettler Solar and Battery Storage Project,Alberta,Stettler County No. 6,"160,00",100 - 250,Prévu,Oui,Solaire,,52.29043997702485,-112.75601433198032,,point,2026-03-27 08:15:27.403333
2723,fr,7083,Evolugen by Brookfield Renewable,Sunrise Solar Project,Alberta,Pincher Creek No. 9,"140,00",100 - 250,Prévu,Oui,Solaire,,49.50343665072535,-113.96301381589504,,point,2026-03-27 08:15:27.403333
2724,fr,8001,Renewable Energy Systems Canada Inc.,Enterprise Solar Project,Alberta,Vulcan County,"175,00",100 - 250,En construction,Oui,Solaire,,50.37388877900198,-113.35782491617891,,point,2026-03-27 08:15:27.403333
2725,fr,8002,Renewable Energy Systems Canada Inc.,Big Sky Solar Project,Alberta,Acadia No. 34,"200,00",100 - 250,En construction,Oui,Solaire,,51.19666617526284,-110.28504745129067,,point,2026-03-27 08:15:27.403333
2726,fr,8005,MYTILINEOS Energy & Metals,Red Willow Solar,Alberta,Stettler County No. 6,"315,00",250 - 500,Prévu,Oui,Solaire,,52.411529020275935,-112.46171430279654,,point,2026-03-27 08:15:27.403333
2727,fr,8006,MYTILINEOS Energy & Metals,Sunnynook Solar Project,Alberta,Special Area No. 2,"385,00",250 - 500,Prévu,Oui,Solaire,,51.325488045728534,-111.55785977985856,,point,2026-03-27 08:15:27.403333
2728,fr,8007,MYTILINEOS Energy & Metals,Dolcy Solar Project,Alberta,Wainwright No. 61,"275,00",250 - 500,Prévu,Oui,Solaire,,52.68557526410013,-110.47290292641775,,point,2026-03-27 08:15:27.403333
2729,fr,8009,Peace Energy Cooperative,Peace River Energy Project,Alberta,Peace River,"10,00",10 - 50 ,En construction,Oui,Solaire,,56.24325961802046,-117.35159675881134,,point,2026-03-27 08:15:27.403333
2730,fr,8010,ATCO,Forty Mile Solar Farm (Granlea Phase 2),Alberta,Forty Mile County No. 8,"400,00",250 - 500,En construction,Oui,Solaire,,49.696514952160506,-111.27160428155803,,point,2026-03-27 08:15:27.403333
2731,fr,8011,Solar Krafte and Kinbrook Solar,Rainier Solar Farm,Alberta,Newell County,"700,00",500 - 750,Prévu,Oui,Solaire,,50.50213794024314,-111.97481564850649,,point,2026-03-27 08:15:27.403333
2732,fr,8021,Horizon New Energy,Aira Solar Project,Alberta,Forty Mile County No. 8,"700,00",500 - 750,Prévu,Oui,Solaire,,49.593546980098836,-110.93400418104007,,point,2026-03-27 08:15:27.403333
2733,fr,8022,hep Energy,Alderson Solar Power Project,Alberta,Cypress County,"150,00",100 - 250,Prévu,Oui,Solaire,,50.35223699524816,-111.36066847007169,,point,2026-03-27 08:15:27.403333
2734,fr,8024,FortisAlberta,Bassano 435S DER Solar,Alberta,Newell County,"15,00",10 - 50 ,En construction,Oui,Solaire,,50.6740259163967,-112.31131976780539,,point,2026-03-27 08:15:27.403333
2735,fr,8029,Renewable Energy Systems Canada Inc.,Nova Solar Project,Alberta,Wheatland County,"225,00",100 - 250,Prévu,Oui,Solaire,,50.84036279377887,-113.52506107992372,,point,2026-03-27 08:15:27.403333
2736,fr,8032,PR Development GP Inc.,Prominence Solar Project,Alberta,Lethbridge County,"120,00",100 - 250,Prévu,Oui,Solaire,,49.857671811480685,-112.71884364191413,,point,2026-03-27 08:15:27.403333
2737,fr,754,Pacific Coastal Wave Energy Corp.,Wave Energy Project,Colombie-Britanique,Ucluelet,"20,00",10 - 50 ,Prévu,Oui,Marémotrice,,48.920605313372754,-125.54481571782894,,point,2026-03-27 08:15:27.403333
2738,fr,4153,DP Energy Limited (Haligonia Tidal Energy Ltd. / Rio Fundo Operations Canada Ltd.),Uisce Tapa In-Stream Tidal Energy Project,Nouvelle-Écosse,Bay of Fundy,"117,00",100 - 250,Prévu,Oui,Marémotrice,,45.36465840518318,-64.42845151533173,,point,2026-03-27 08:15:27.403333
2739,fr,4204,Jupiter Hydro,In-Stream Tidal Demonstration Project,Nouvelle-Écosse,Bay of Fundy,"23,30",10 - 50 ,Prévu,Oui,Marémotrice,,45.357413405075945,-64.40966550695899,,point,2026-03-27 08:15:27.403333
2740,fr,4205,Nova Innovation,The Nova Tidal Array (Petit Passage),Nouvelle-Écosse,Petit Passage,"22,00",10 - 50 ,En construction,Oui,Marémotrice,,44.3923451902667,-66.20675907830483,,point,2026-03-27 08:15:27.403333
2741,fr,10,Aeolis Wind Power Corporation,Hackney Hills Wind Park,Colombie-Britanique,Fort St. John,"400,00",250 - 500,Prévu,Oui,Éolienne,,56.24926915303787,-120.84756646255396,,point,2026-03-27 08:15:27.403333
2742,fr,283,Mount Hays Wind Farm Limited Partnership,Mount Hays Wind Farm,Colombie-Britanique,Prince Rupert,"125,00",100 - 250,Prévu,Oui,Éolienne,,54.29148782491433,-130.30822113182606,,point,2026-03-27 08:15:27.403333
2743,fr,293,Capstone Infrastructure Corporation,Wild Rose' Wind Farm (Phase 2),Alberta,Cypress County (S of Irvine),"300,00",250 - 500,En construction,Oui,Éolienne,,49.9560870790788,-110.26577211996009,,point,2026-03-27 08:15:27.403333
2744,fr,692,EDF Renouvelables,Taylor Wind Project,Colombie-Britanique,Taylor,"900,00",750 - 1 000,Prévu,Oui,Éolienne,,55.99995315826963,-120.76406333996326,,point,2026-03-27 08:15:27.403333
2745,fr,983,Red Willow Wind LP,Red Willow Wind Farm,Colombie-Britanique,Tumbler Ridge,"480,00",250 - 500,Prévu,Oui,Éolienne,,54.80866917107059,-120.37502777981982,,point,2026-03-27 08:15:27.403333
2746,fr,2020,PEI Energy Corporation,PEIEC Wind Farm #5,Île-du-Prince-Édouard,Eastern Kings,"80,00",50 - 100,En construction,Oui,Éolienne,,46.433855637314906,-62.0998197500688,,point,2026-03-27 08:15:27.403333
2747,fr,2059,Aeolis / Boralex,Hackney Hills Wind Park (Aeolis / Boralex),Colombie-Britanique,Fort St. John,"5 200,00",5 000 - 10 000,Prévu,Oui,Éolienne,,56.24772515471928,-120.84189946150133,,point,2026-03-27 08:15:27.403333
2748,fr,2110,"Nation Innue, RES et Boralex",Apuiat,Québec,MRC de Sept-Rivières,"600,00",500 - 750,En construction,Oui,Éolienne,,50.21057015396229,-66.37465246018533,,point,2026-03-27 08:15:27.403333
2749,fr,4096,Boralex,Babcock Ridge Wind Farm,Colombie-Britanique,Tumbler Ridge,"50,00",50 - 100,Prévu,Oui,Éolienne,,55.111676098148344,-121.00065101738561,,point,2026-03-27 08:15:27.403333
2750,fr,4220,Port Hawkesbury Paper,Goose Harbour Lake Wind Farm (formerly Pirate Harbour),Nouvelle-Écosse,Point Tupper,"155,00",100 - 250,Prévu,Oui,Éolienne,,45.60570360575094,-61.37092407029237,,point,2026-03-27 08:15:27.403333
2751,fr,6030,Capital Power,Halkirk Wind Project Phase 2,Alberta,Paintearth County No. 18,"274,00",250 - 500,En construction,Oui,Éolienne,,52.2357210485371,-112.11133016915629,,point,2026-03-27 08:15:27.403333
2752,fr,7032,ACCIONA Energía,Forty Mile Wind Project (ACCONIA),Alberta,Forty Mile County No. 8,"400,00",250 - 500,En construction,Oui,Éolienne,,49.79284196867155,-111.18601328705076,,point,2026-03-27 08:15:27.403333
2753,fr,7079,Invenergy,Skinners Pond Wind Energy Centre,Île-du-Prince-Édouard,Sherbrooke; Tignish,"85,00",50 - 100,Prévu,Oui,Éolienne,,46.42192268375068,-63.77014007164625,,point,2026-03-27 08:15:27.403333
2754,fr,7085,Enerfin Energy Company of Canada Inc.,Winnifred Wind Power Project,Alberta,Forty Mile County No. 8|Cypress County,"180,00",100 - 250,En construction,Oui,Éolienne,,49.940744994924856,-111.04901329386502,,point,2026-03-27 08:15:27.403333
2755,fr,8025,ENGIE Development Canada LP,Buffalo Trail North Wind Project,Alberta,Cypress County,"200,00",100 - 250,En construction,Oui,Éolienne,,49.84235606340341,-110.32929810639786,,point,2026-03-27 08:15:27.403333
2756,fr,8043,EDF EN Canada,Pe-Na-Koyim Wind Project,Alberta,Blood 148,"425,00",250 - 500,Prévu,Oui,Éolienne,,49.44702573738304,-113.12142762346306,,point,2026-03-27 08:15:27.403333
2757,fr,75,IPC Canada Ltd.,Blackrod,Alberta,Regional Municipality of Wood Buffalo (RMWB) & Lac La Biche County,"2 927,00",2 500 - 5 000,En construction,Non,N/A,,55.611718192527775,-112.61193843788737,,point,2026-03-27 08:15:27.403333
2758,fr,89,Canadian Natural Resources Limited,Grouse,Alberta,Hudson Hope,"1 530,00",1 000 - 2 500,Prévu,Non,N/A,,55.466299088800085,-111.75578167788436,,point,2026-03-27 08:15:27.403333
2759,fr,140,Canadian Natural Resources Limited,Pike (Formely Kirby),Alberta,Lac la Biche County,"7 700,00",5 000 - 10 000,Prévu,Non,N/A,,55.448226400882255,-110.82403594354774,,point,2026-03-27 08:15:27.403333
2760,fr,207,Harvest Operations Corp.,BlackGold Oil Sands Project,Alberta,Regional Municipality of Wood Buffalo (SE of Conklin),"540,00",500 - 750,Prévu,Non,N/A,,55.58264649024491,-110.9730248301697,,point,2026-03-27 08:15:27.403333
2761,fr,215,Husky Energy Inc.,White Rose Expansion,Terre-Neuve-et-Labrador,Offshore Newfoundland,"2 300,00",1 000 - 2 500,En construction,Non,N/A,,47.100054801869035,-48.713372081034386,,point,2026-03-27 08:15:27.403333
2762,fr,341,Osum Oil Sands Corp.,Taiga,Alberta,MD of Bonnyville (N of Cold Lake),"1 570,00",1 000 - 2 500,Prévu,Non,N/A,,54.680885237327786,-110.13649482869653,,point,2026-03-27 08:15:27.406666
2763,fr,397,"LNG Canada (Shell Canada Limited, PETRONAS, Korea Gas Corporation (KOGAS), Mitsubishi Corporation, and PetroChina Company Limited)",LNG Canada Phase 1,Colombie-Britanique,Kitimat,"47 900,00",10 000 +,En construction,Non,N/A,,54.08195605054043,-128.63807583162247,,point,2026-03-27 08:15:27.406666
2764,fr,399,Canadian Natural Resources Limited,AOSP Jackpine,Alberta,Fort McMurray,"12 000,00",10 000 +,Prévu,Non,N/A,,57.224504531129696,-111.36769668637707,,point,2026-03-27 08:15:27.406666
2765,fr,422,Suncor Energy Inc.,Lewis,Alberta,Regional Municipality of Wood Buffalo,"6 200,00",5 000 - 10 000,Prévu,Non,N/A,,56.94062750751476,-111.0483611526399,,point,2026-03-27 08:15:27.406666
2766,fr,427,Sunshine Oilsands Ltd.,Thickwood (Sunshine),Alberta,Regional Municipality of Wood Buffalo (RMWB) & Municipal District of Opportunity,"1 753,00",1 000 - 2 500,Prévu,Non,N/A,,56.83332213272563,-112.78679927161589,,point,2026-03-27 08:15:27.406666
2767,fr,429,Sunshine Oilsands Ltd.,West Ells,Alberta,MD of Opportunity,"2 950,00",2 500 - 5 000,Prévu,Non,N/A,,57.20249825698639,-112.72925381463206,,point,2026-03-27 08:15:27.406666
2768,fr,515,Athabasca Oil Corporation,Dover West Clastics,Alberta,Municipal District of Opportunity,"615,00",500 - 750,Prévu,Non,N/A,,57.10045918999997,-113.22511419208392,,point,2026-03-27 08:15:27.406666
2769,fr,566,MEG Energy Corp.,Surmont (MEG),Alberta,Regional Municipality of Wood Buffalo (RMWB),"5 000,00",5 000 - 10 000,Prévu,Non,N/A,,56.03446644647128,-110.72023014054042,,point,2026-03-27 08:15:27.406666
2770,fr,584,Quicksilver Resources/ Kohlberg Kravis Roberts & Co. L.P. (KKR),Fortune Creek Gas Plant,Colombie-Britanique,Fort Nelson,"760,00",750 - 1 000,Prévu,Non,N/A,,58.805561953355244,-122.69543305064624,,point,2026-03-27 08:15:27.406666
2771,fr,587,Rio Tinto Alcan Inc.,Kemano Tunnel Project (T2),Colombie-Britanique,Kitimat,"500,00",500 - 750,En construction,Non,N/A,,53.63813014145951,-127.92482256362713,,point,2026-03-27 08:15:27.406666
2772,fr,607,Value Creation Inc.,TriStar Advanced (In Situ + Upgrader),Alberta,Regional Municipality of Wood Buffalo (RMWB),"2 000,00",1 000 - 2 500,Prévu,Non,N/A,,56.736821431867355,-111.15659353076784,,point,2026-03-27 08:15:27.406666
2773,fr,629,Sunshine Oilsands Ltd.,West Ells,Alberta,MD of Opportunity,"2 100,00",1 000 - 2 500,Prévu,Non,N/A,,57.20249825698639,-112.72925381463206,,point,2026-03-27 08:15:27.406666
2774,fr,649,Husky Oil Operations Ltd.,Saleski' Thermal Oil Sands Project Using CSS,Alberta,M.D. of Opportunity No. 17,"300,00",250 - 500,Prévu,Non,N/A,,56.59335069186159,-113.01275822593301,,point,2026-03-27 08:15:27.406666
2775,fr,652,Woodfibre LNG,Woodfibre LNG project,Colombie-Britanique,Squamish,"6 880,00",5 000 - 10 000,En construction,Non,N/A,,49.66667261106278,-123.2527935730007,,point,2026-03-27 08:15:27.406666
2776,fr,684,Osum Oil Sands Corp.,Sepiko Kesik Project,Alberta,Municipal District of Opportunity,"3 200,00",2 500 - 5 000,Prévu,Non,N/A,,56.689006357656304,-113.13101269811,,point,2026-03-27 08:15:27.406666
2777,fr,693,Imperial Oil Limited,Aspen' oil sands project (SAGD),Alberta,Regional Municipality of Wood Buffalo,"5 200,00",5 000 - 10 000,Prévu,Non,N/A,,57.24238941042507,-111.53911583727455,,point,2026-03-27 08:15:27.406666
2778,fr,697,"Husky Energy Inc., Suncor, Nalcor Energy",White Rose Expansion - White Rose West,Terre-Neuve-et-Labrador,Offshore Newfoundland,"3 800,00",2 500 - 5 000,En construction,Non,N/A,,46.471909691658915,-48.00539284949052,,point,2026-03-27 08:15:27.406666
2779,fr,707,Port Alberni Harbour Authority,Port Alberni LNG Export Facility,Colombie-Britanique,Port Alberni,"1 600,00",1 000 - 2 500,Prévu,Non,N/A,,49.23001940949698,-124.81107569248316,,point,2026-03-27 08:15:27.406666
2780,fr,718,Kitimat Clean Ltd.,Kitimat Clean Oil Refinery,Colombie-Britanique,Kitimat,"22 000,00",10 000 +,Prévu,Non,N/A,,54.16667174310097,-128.7000178722288,,point,2026-03-27 08:15:27.406666
2781,fr,737,BC Hydro,Capilano Substation Upgrade,Colombie-Britanique,North Vancouver,"87,00",50 - 100,En construction,Non,N/A,,49.3350756137466,-123.10830445934201,,point,2026-03-27 08:15:27.406666
2782,fr,808,Spartan Delta Inception Exploration Ltd.,Greenview Sour Gas plant,Alberta,Greenview,"50,00",50 - 100,Prévu,Non,N/A,,54.70000710578636,-119.01501586526526,,point,2026-03-27 08:15:27.406666
2783,fr,818,Athabasca Oil Corporation,Hangingstone Oil Sands,Alberta,Fort McMurray-Conklin,"640,00",500 - 750,Prévu,Non,N/A,,56.4761462876768,-111.40765438651681,,point,2026-03-27 08:15:27.406666
2784,fr,841,Canadian Natural Resources Limited,Jackfish,Alberta,Regional Municipality of Wood Buffalo (SE of Conklin),"1 300,00",1 000 - 2 500,Prévu,Non,N/A,,55.527907399695295,-110.87381498492836,,point,2026-03-27 08:15:27.406666
